,Kx,FOx,FOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx
0,479,111.27099999999999,0.12648344855886387,119.28660938139276,0.3250094663953349,211,0.2322985386221294,0.5653393809544681
1,479,285.5160000000001,0.11356015836729855,135.04365515800993,0.27392634999804116,247,0.5960668058455116,0.5467354459838458
2,479,433.0649999999999,0.12725387394662027,185.66005185417285,0.2561245751454714,321,0.9041022964509392,0.5783802238447753
3,475,537.2209999999998,0.11905690813323466,207.4176792527098,0.25697094895846656,347,1.130991578947368,0.5977454733507487
4,468,584.992999999999,0.2783927709442626,223.033302875054,0.2634643699310824,364,1.2499850427350407,0.6127288540523461
5,459,612.4680000000002,0.27496472915214365,235.75079344114977,0.26011924569917666,363,1.334352941176471,0.6494512216009636
6,447,563.5679999999994,0.28742777838684397,241.54903079487332,0.26447098094540505,360,1.2607785234899316,0.6709695299857592
7,434,544.9869999999999,0.2938016397968961,230.58219091601896,0.27868937033600516,348,1.2557304147465433,0.6625925026322383
8,414,525.0180000000004,0.12896487795893571,226.0101752935864,0.2588566141736378,331,1.268159420289856,0.6828101972615903
9,389,500.67800000000017,0.13985407073531975,217.47757137844954,0.25424932039861226,311,1.2870899742930595,0.6992847954290982
10,371,475.06899999999996,0.14082013987746056,208.39141923657104,0.2691585611911558,302,1.280509433962264,0.690037812041626
11,339,442.10299999999995,0.1471405936610316,203.77295234621252,0.2454142320084296,282,1.3041386430678465,0.7225991217950799
12,299,360.04799999999994,0.12862319495034405,177.35675790706313,0.2507715906119372,245,1.204173913043478,0.7239051343145434
13,272,316.6099999999998,0.1310715391436428,162.95367685011914,0.24994292202828752,219,1.1640073529411756,0.7440807162105897
14,235,304.25699999999995,0.12603919709932102,146.30171727204782,0.25714443687555105,197,1.2947106382978721,0.7426483110256235
15,210,273.3639999999995,0.12987275129914072,129.7395487151752,0.26643721317132535,175,1.301733333333331,0.7413688498010012
16,183,255.16700000000003,0.13166178395916162,120.25326697679867,0.26827143218115146,160,1.3943551912568308,0.7515829186049917
17,162,202.57500000000007,0.13693568616600443,105.92431278911027,0.2579853813264011,138,1.2504629629629633,0.7675674839790599
18,138,169.76500000000001,0.1534911473012954,90.60408157078597,0.2531276958104926,117,1.23018115942029,0.7743938595793672
19,114,142.91900000000004,0.14489510385811985,73.04183721606691,0.2481655901069125,95,1.2536754385964917,0.7688614443796516
20,99,121.478,0.1381180995779603,62.427561167571355,0.21631128643591105,80,1.227050505050505,0.7803445145946419
21,75,95.92300000000007,0.11663572334335665,46.716500150744366,0.22042503619779052,62,1.2789733333333344,0.7534919379152317
22,60,63.87300000000003,0.1215088758529509,29.028353208720976,0.293892036086483,41,1.0645500000000006,0.7080086148468531
23,25,16.919000000000004,0.1720126462618424,5.975572690475144,0.32083717937739076,13,0.6767600000000001,0.45965943772885726
