,Kx,FOx,FOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx
0,1138,421.21799999999996,0.1080944938090592,330.01456873888594,0.3259833728684622,641,0.37013884007029874,0.5148433209655007
1,1138,886.6809999999991,0.10024559700696226,379.99217682473477,0.2832443952287827,732,0.7791572934973631,0.519114995662206
2,1138,1319.1790000000026,0.10686487205301859,510.7464689023778,0.2747440808499935,886,1.1592082601054505,0.576463283185528
3,1126,1535.6150000000055,0.11954616036468432,581.7652108018459,0.27803390830823,940,1.3637788632326868,0.6188991604274956
4,1100,1519.2159999999974,0.12069870330965644,610.5224457436383,0.27177852802434327,935,1.3811054545454522,0.6529651826135169
5,1065,1522.8139999999926,0.12126521338122434,630.304806423701,0.2737859002707629,927,1.4298723004694767,0.6799404600039926
6,1016,1400.9469999999926,0.12284240470718504,617.890465882791,0.26409506015015277,868,1.3788848425196778,0.7118553754410034
7,960,1325.597000000001,0.1283404068018291,607.8271234892875,0.2649590459859517,829,1.3808302083333344,0.73320521530674
8,892,1212.4249999999993,0.12873286922994445,576.4125836586333,0.2686359703564552,773,1.3592208520179363,0.7456825144354894
9,806,1137.0579999999964,0.1299887215049763,532.1922378608785,0.27265391680629253,707,1.4107419354838664,0.752747153975783
10,726,993.4260000000008,0.13666038008918843,488.9279673892073,0.26323475016581166,638,1.3683553719008277,0.7663447764721117
11,637,833.3750000000008,0.13520167002154007,426.80435112425283,0.25824927383379165,549,1.3082810047095774,0.7774214045979104
12,558,713.2569999999987,0.12761191099334754,373.39159167687654,0.2620217726339125,477,1.278238351254478,0.782791596806869
13,482,610.3669999999988,0.12637818226863634,333.04261969841224,0.2636011845990616,424,1.266321576763483,0.7854778766471987
14,421,514.7330000000006,0.1286250780221414,286.77439362689574,0.26112777803701703,362,1.2226437054631845,0.7921944575328612
15,365,460.0450000000002,0.17618511823846783,253.27399196478845,0.2452143268642326,316,1.260397260273973,0.8014999745721153
16,331,397.45399999999944,0.17321159142173734,219.74990239043905,0.2350874123060847,270,1.2007673716012068,0.8138885273719965
17,282,345.04599999999976,0.1339231424633501,190.10259009495155,0.2597064988732861,241,1.223567375886524,0.788807427779882
18,244,326.109,0.13757913335430902,177.61185095497032,0.2478771198805018,216,1.3365122950819672,0.8222770877544923
19,215,266.90800000000013,0.13365545885718014,145.58671512037972,0.2450342588496505,180,1.2414325581395356,0.8088150840021096
20,181,224.74900000000014,0.13645374969940716,128.74987741934726,0.23998741044104283,157,1.2417071823204426,0.8200629134990272
21,143,177.35699999999994,0.15069715805735334,103.96620641312526,0.2229535837018027,123,1.240258741258741,0.8452537106758151
22,111,119.46799999999995,0.1807188530139371,76.59865189468353,0.25687307772272366,91,1.0762882882882878,0.8417434274141047
23,62,34.87799999999999,0.1780334482305664,36.09795234739282,0.1860406427411499,41,0.5625483870967741,0.8804378621315322
