,Kx,FOx,FOx_STD,RMx,RMx_STD,RMk,PROP_FOx,AVG_RMx
0,4415,1394.934999999995,0.11345898047690059,1244.8400176660077,0.34510986575487845,2323,0.31595356738391733,0.5358760299896719
1,4415,2881.7130000000043,0.1260382961452892,1356.835681484544,0.2977056041444106,2529,0.6527096262740667,0.5365107479179692
2,4415,4368.422999999976,0.12767079615701837,1765.6707149967206,0.28325623212714046,3099,0.9894502831257024,0.5697549903183997
3,4361,5198.845000000005,0.13334944193361475,2020.7694782967799,0.28262185068893325,3384,1.1921222196743877,0.5971541011515307
4,4263,5353.9819999999845,0.15042482184894246,2140.0117299981816,0.2791920908026959,3432,1.2559188365001137,0.6235465413747615
5,4143,5366.716000000007,0.1503082985774612,2181.813547688557,0.2824055806728478,3387,1.2953695389814162,0.6441728809236955
6,3962,5044.207999999969,0.16916487794541754,2174.302017574208,0.2823698390480686,3259,1.2731468955073115,0.667168461974289
7,3783,4898.156000000015,0.17120315634926472,2127.2242439446663,0.28148779578205896,3136,1.294780861749938,0.6783240573803145
8,3571,4568.996,0.1535511207143486,2060.9411128796914,0.27976844599860023,2971,1.279472416690003,0.6936860023156147
9,3318,4264.545999999992,0.1347383952383221,1943.8548359307597,0.27990094200612575,2757,1.2852760699216372,0.7050616017159085
10,3062,3925.949999999992,0.13512438796842352,1841.0663772612263,0.28370335959170473,2578,1.2821521881123423,0.7141452200392654
11,2784,3635.1369999999865,0.1370596611600653,1698.8366708996675,0.2786872646212128,2368,1.305724497126432,0.7174141346704677
12,2515,3194.707999999988,0.13529927992092536,1527.7448767809858,0.28308933007220816,2123,1.270261630218683,0.7196160512392773
13,2273,2877.4929999999918,0.13399699260441805,1398.8554198265754,0.28044500268788863,1914,1.2659450065992044,0.7308544513200498
14,2032,2539.0110000000022,0.12957308011274968,1269.1614087332596,0.2761416622222329,1720,1.249513287401576,0.7378845399611974
15,1800,2320.0650000000037,0.14112712979024616,1125.6548686434244,0.27501033893524685,1530,1.288925000000002,0.7357221363682512
16,1606,2047.6689999999974,0.14314756399554035,1008.8825404507039,0.2711112902525999,1345,1.2750118306351166,0.7500985430860252
17,1414,1812.8100000000022,0.13537812199931948,893.5231592779921,0.27660117619441704,1204,1.2820438472418687,0.7421288698322194
18,1224,1556.2420000000036,0.13558058979960577,782.7632179939011,0.2731538359361023,1040,1.271439542483663,0.7526569403787511
19,1060,1377.648000000001,0.13688037781417847,685.0035235730173,0.2644760924897435,908,1.299667924528303,0.7544091669306359
20,911,1156.6260000000032,0.13492856457882096,606.0493326421032,0.2563161742002222,788,1.2696223929747565,0.7690981378706894
21,734,968.6829999999997,0.14948373525259226,483.2721202462757,0.26478965013272676,634,1.3197316076294274,0.7622588647417597
22,568,694.3040000000007,0.1604773357060956,357.32550369379055,0.26826055265782967,465,1.2223661971830997,0.7684419434275066
23,309,181.10399999999998,0.18547925265890502,154.34724807637087,0.2837178051440669,206,0.5860970873786407,0.7492584858076256
